,ObjectName,Line1,Line2,NoradID,Classification,Designator,EpochYear,EpochDay,1stMeanDer,2ndMeanDer,BDrag,ElSetTyme,ElementNumber,Inclination,RighAscension,Eccentricity,Perigee,MeanAnomaly,MeanMotion,Revolution
0,VANGUARD 1,1 00005U 58002B   22123.73523392  .00000499  00000+0  61287-3 0  9992,2 00005  34.2501 277.2109 1846576 196.2794 156.9700 10.84930842279684,00005,U,58002B  ,22,123.73523392, .00000499, 00000+0, 61287-3,0, 999, 34.2501,277.2109,1846576,196.2794,156.9700,10.84930842,27968
