,ObjectName,Line1,Line2,NoradID,Classification,Designator,EpochYear,EpochDay,1stMeanDer,2ndMeanDer,BDrag,ElSetTyme,ElementNumber,Inclination,RighAscension,Eccentricity,Perigee,MeanAnomaly,MeanMotion,Revolution
0,TITAN 3C TRANSTAGE R/B,1 02222U 66053J   22125.58535095 -.00000074  00000+0  00000+0 0  9990,2 02222   5.4298  59.5141 0154527 126.7511  63.9380  1.06720719114334,02222,U,66053J  ,22,125.58535095,-.00000074, 00000+0, 00000+0,0, 999,  5.4298, 59.5141,0154527,126.7511, 63.9380, 1.06720719,11433
