,ObjectName,Line1,Line2,NoradID,Classification,Designator,EpochYear,EpochDay,1stMeanDer,2ndMeanDer,BDrag,ElSetTyme,ElementNumber,Inclination,RighAscension,Eccentricity,Perigee,MeanAnomaly,MeanMotion,Revolution
0,THOR ABLESTAR DEB,1 00123U 61015H   22125.30428823  .00000901  00000+0  30423-3 0  9995,2 00123  66.6838 105.2898 0123824 289.1660  69.6072 14.37389858163095,00123,U,61015H  ,22,125.30428823, .00000901, 00000+0, 30423-3,0, 999, 66.6838,105.2898,0123824,289.1660, 69.6072,14.37389858,16309
